id,episode_id,conversation_id,character_id,line,word_count
61,1,1014,16,"Is that any way to treat an old friend? I've been coming here for 30 years, but you still don't remember me, do you? After all we've been through. They gave you a little more pluck, Dolores. Absolutely charming.",39
62,1,1014,9,Take your hands off her.,5
63,1,1014,16,"Oh, Teddy. Any special tricks for us? They teach you to sit up, beg? How about I give you the first shot, hmm? After all, every dog has his day.",30
64,1,1014,9,"Well, your mouth move fast enough. How about your gun?",10
65,1,1015,2,What if I told you that you can't hurt the newcomers? And that they can do anything they want to you?,21
66,1,1014,16,"I never understood why they paired some of you off. Seems cruel. And then I realized winning doesn't mean anything unless someone else loses. Which means you're here to be the loser. Let me help you, son. Seems you're not the man you thought you were. Come on, beautiful.",49
67,1,1014,1,"Oh! Oh, no! No! Teddy! Teddy! No, no, no, please don't hurt him. I'll do whatever you say.",18
68,1,1014,16,I didn't pay all this money 'cause I want it easy. I want you to fight.,16
69,1,1014,9,Don't you touch her!,4
70,1,1014,16,"God damn, feels good to be back. Let's celebrate.",9
71,1,1014,1,"No! Don't! Oh, no, no! No!",6
72,1,1016,2,"Would the things I told you change the way you think about the newcomers, Dolores?",15
73,1,1017,1,No!,1
74,1,1018,1,No. Of course not. We all love the newcomers. Every new person I meet reminds me how lucky I am to be alive and how beautiful this world can be.,30
75,1,1019,17,"Oh, my God, they're so lifelike. Look at that one. He's perfect.",12
76,1,1019,18,Perfect is boring. I'm more interested in the bad guys.,10
77,1,1020,19,Did you see it?,4
78,1,1020,20,No.,1
79,1,1020,19,Give it a second. She'll do it again. Her finger.,10
80,1,1020,20,That's not standard.,3
81,1,1020,19,I noticed it last night. Went looking in the update. It's a whole new class of gestures.,17
82,1,1020,20,"But if we didn't put it there, then who did?",10
83,1,1020,19,Ford. He still reviews every update before we issue them. He must have slipped it in there without telling anyone. He calls them reveries. The old gestures were just generic movements. These are tied to specific memories.,37
84,1,1020,20,How? The memories are purged at the end of every narrative loop.,12
85,1,1020,19,"But they're still in there, waiting to be overwritten. He found a way to access them, like a subconscious.",19
86,1,1020,20,A hooker with hidden depths? Every man's dream.,8
87,1,1020,19,"It's the tiny things that make them seem real, that make the guests fall in love with them.",18
88,1,1020,20,Excuse me.,2
89,1,1021,19,We have a problem?,4
90,1,1021,22,"We have some unscheduled activity. Evidently, one of your creatures is restless.",12
91,1,1021,19,In the park?,3
92,1,1021,22,"No, sublevel 83, cold storage. We should be cautious. Send a response team, full armor.",15
93,1,1021,23,I'll take care of it myself.,6
94,1,1021,19,I think you guys enjoy playing dress up as much as the guests. The hosts can't hurt you by design.,20
95,1,1021,23,"You don't have kids at home, do you, Bernard?",9
96,1,1021,19,No.,1
97,1,1021,23,"If you did, you'd know that they all rebel eventually.",10
98,1,1021,22,"You'll forgive them for being a little uptight. Every time your team rolls out an update, there's a possibility of a critical failure.",23
99,1,1021,19,We don't update the hosts in cold storage and the park hasn't had a critical failure in over 30 years.,20
100,1,1021,22,Meaning we're overdue.,3
101,1,1021,19,"I'll go along, too. If it's one of mine, I might be able to help.",15
102,1,1021,22,"They're only yours until they stop working, Bernie. Then they're mine.",11
103,1,1022,23,Cooling system's been down for weeks. Gonna smell fantastic. I recommend you hang back.,14
104,1,1022,19,When are they gonna fix this?,6
105,1,1022,23,Livestock management's got other priorities. Besides no one's complained.,9
106,1,1022,24,"Here's to the lady with the white shoes. Take all your money, drink all your booze.",16
107,1,1022,19,Stop. Unless you plan to decommission the boss.,8
108,1,1022,24,"Ain't got a cherry, that ain't no sin. She's still got the box that the cherry come in.",18
109,1,1022,21,I'll drink to that.,4
110,1,1022,24,The old coffin varnish. They don't make that like they used to. Hmm.,13
111,1,1022,21,They don't make anything like they used to.,8
112,1,1022,24,Damn right. Men neither. I've seen a few showdowns in my day.,12
113,1,1022,21,More than you know.,4
114,1,1022,24,Shall we drink to the lady with the white shoes?,10
115,1,1022,21,"Perhaps we better drink to a deep and dreamless slumber. Old Bill here was always a good listener. He was the second host we ever built. Were you with us in those days, Bernard, or was that before your time?",40
116,1,1022,19,"Most were decommissioned before I was brought on, I'm afraid.",10
117,1,1022,21,"They repeated themselves, broke down constantly. A simple handshake would give them away. You'll put yourself away again, won't you, Bill?",21
118,1,1022,19,"I saw the new gestures, the reveries. They're beautiful. The distance you've traveled from then till now, it's remarkable.",19
119,1,1022,21,"Yeah, that's a word for it.",6
120,1,1023,1,"Morning, Daddy. You sleep well?",5
121,1,1023,3,Well enough. You headed out to set down some of this natural splendor?,13
122,1,1023,1,"Thought I might. After my errands, of course.",8
123,1,1023,3,See you home before dark. That bandit who gunned down the marshal is still hiding up there in the hills.,20
124,1,1023,1,I'm not a child anymore. I'll be just fine.,9
125,1,1023,3,When I was a law man,6
126,1,1023,1,"Yes, Daddy, I know all about when you were a law man. I know all your stories and so does every boy that ever came courting.",26
127,1,1023,3,I know how boys think. Was one myself once. Given to all manner of drinking and mischief.,17
128,1,1023,1,Whatever happened to that fearsome ne'er-do-well?,6
129,1,1023,3,"He vanished the day I became your father. I am what I am because of you, and I wouldn't have it any other way.",24
130,1,1023,1,"I know, Daddy. I'll be home before dark.",8
131,1,1024,8,Murderous son of a bitch Hector Escaton gunned down the marshal. He's now holed up in the mountains. You there. You look like the kind of man who'd put his mettle to it.,33
132,1,1024,25,"What do you think, honey? Sounds fun.",7
133,1,1025,11,You're new. Not much of a rind on you. I'll give you a discount.,14
134,1,1025,9,"No offense, but I'd rather earn a woman's affection than pay for it.",13
135,1,1025,26,"Wait, wait, I know that one. Hey, Teddy. Yeah, last trip, this dude showed me around. What's the good word, Teddy?",21
136,1,1026,1,Mighty kind of you.,4
137,1,1026,16,"Sweet. Not as sweet as you. I'm afraid I've got other plans tonight, Dolores. Have a pleasant evening.",18
138,1,1027,11,You're new. Not much of a,6
139,1,1027,27,"Place your bets, gentlemen. Place your bets.",7
140,1,1028,8,"Yeah, looks like Hector's been this way.",7
141,1,1028,25,Any idea how much longer this is gonna take? My wife doesn't want to be up here after dark.,19
142,1,1028,8,We know he's up in these hills somewhere. He's gonna put up one hell of a fight when we When we when we,23
143,1,1028,25,Sheriff?,1
144,1,1028,28,Something is wrong with it. I want to head back to town. Now.,13
145,1,1029,29,"What the fuck is wrong with it? You updated the guy, and now he's a six-foot gourd with epilepsy. So what the fuck happened?",24
146,1,1029,19,I don't know.,3
147,1,1029,29,"Well, that's exactly what you want to hear from your head of programming.",13
148,1,1029,19,We haven't finished the diagnostic yet. Clearly it's exhibiting some aberrant behavior.,12
149,1,1029,22,"Pretty fucking aberrant, Bernie. Your hosts get sick, they get lost, but this is grotesque. Is it a problem with the update?",22
150,1,1029,19,"Possible, but not likely.",4
151,1,1029,22,"If it's the unlikely version, how many hosts have you updated so far?",13
152,1,1029,19,Maybe 10% of the population.,5
153,1,1029,22,"All right, we pull all updated hosts until we can figure it out.",13
154,1,1029,29,Are you fucking kidding me? That's 200 hosts spread across a dozen active storylines.,14
155,1,1029,22,The guests interrupt your precious storylines all the time when they want to shoot or fuck something.,17
156,1,1029,29,"No, when they want to. We sell complete immersion in 100 interconnected narratives. A relentless fucking experience. Now, you pull one character, the overall story adjusts. You pull 200 at once, and it's a fucking disaster! I mean, what do you propose we do? Close down? Issue fucking gift certificates?",50
157,1,1029,19,"It's beautiful Your brow. When you're angry but trying to control it, the fine muscles pull into a little arc. It's elegant. Would you mind if I recorded it? I'd love to show it to my team.",37
158,1,1029,22,"No, Bernard, you may not record it.",7
159,1,1029,19,"Ah, there it is again.",5
160,1,1029,22,"We have 1,400 guests in the park. I need to know if they're in any danger.",16
161,1,1029,19,"His core code is intact, which means he can't hurt a guest. He literally couldn't hurt a fly. All he can do is - that.",25
162,1,1029,22,"All right, Bernie. Run a diagnostic. In the meantime, there's so much as an unscripted sneeze, I want to know about it.",22
163,1,1030,30,This place is fucking wild.,5
164,1,1030,26,"This is basic. Level one. You ride out of town, that's when the real demented shit begins. That's where my man Teddy comes in. He's like a guide.",28
165,1,1030,30,"Honestly, the guy kind of creeps me out.",8
166,1,1030,26,"Fuck it, he leads us out in the canyons, we get bored, we just use him for target practice.",19
167,1,1031,31,I don't think we're supposed to be cross the river. It's too adult for Jacob.,15
168,1,1031,32,We didn't mean to bother you.,6
169,1,1031,1,"No bother at all. It's a beautiful spot. I always found it a shame that I have it all to myself. They come here every day. Would you like a closer look? Don't be scared. They're very gentle. Here, put your hand out real flat. They're beautiful, aren't they?",49
170,1,1031,33,"You're one of them, aren't you? You're not real.",9
171,1,1031,1,"I have to go now. Sun's almost down. You should, too. There's bandits in these hills.",16
172,1,1032,1,"You waiting up for me, Daddy? I told you I'd be home before dark.",14
173,1,1032,3,I found this in the field today.,7
174,1,1032,1,Doesn't look like anything to me.,6
175,1,1032,3,But where is she? Have you ever seen anything like this place?,12
176,1,1032,1,Doesn't look like anything to me. I'm gonna help Mama put supper on.,13
177,1,1033,29,"I had the same thought. Needed a little sunshine before turning in. So, when do you get to rotate home again?",21
178,1,1033,22,"If you're this bad at writing small talk, how the fuck did you get your job? Get to the point.",20
179,1,1033,29,I wanted to apologize if I came across as aggressive. And I wanted to talk to you about the update.,20
180,1,1033,22,The problem's been resolved.,4
181,1,1033,29,There should never have been an update in the first place. Ford and Bernard keep making the things more lifelike. But does anyone truly want that? Do you want to think that your husband is really fucking that beautiful girl or that you really just shot someone? This place works because the guests know the hosts aren't real.,58
182,1,1033,22,So what exactly are you suggesting? Stop the updates altogether. Maybe even roll them back a bit. Make the hosts more manageable.,22
183,1,1033,29,"Lobotomies tend to do that. Well, think of the benefits in terms of design time, maintenance, costs. Not to mention the Dr. Ford factor. The guy's gonna chase his demons right over the deep end. I mean, no one respects him more than me, but at some point I.",49
184,1,1033,22,No one respects him more than I. Your pronoun is the subject of the second clause.,16
185,1,1033,29,I was saying,3
186,1,1033,22,"You were saying should our fearless leader have a breakdown, you want to leverage it for your career.",18
187,1,1033,29,"Listen, a changing of the guard is long overdue. I just wanted you to know that you have my support and that I know that the corporation's real interest in this place goes way beyond gratifying some rich assholes who want to play cowboy.",44
188,1,1033,22,"And here I thought you were only good for writing depraved little fantasies. You're right. This place is one thing to the guests, another thing to the shareholders, and something completely different to management. So enlighten me. What do you think management's real interests are? You're smart enough to guess there's a bigger picture, but not smart enough to see what it is. You know how much use that makes your support to me? Fuck all. Get some sleep, Mr. Sizemore. You'll have more rich assholes to gratify tomorrow.",89
189,1,1034,27,"Early night, Maeve?",3
190,1,1034,12,Feeling a bit out of sorts. Clementine can pick up the slack.,12
191,1,1034,27,Night.,1
192,1,1034,10,"Forgetting something, Kissy?",3
193,1,1034,27,I'm beginning to think you're getting sweet on me.,9
194,1,1034,10,"Well, on account of you being half cornhusker. Tell me which half is which and I'll search that half.",19
195,1,1034,27,"Yeah, the half that's gonna cut your fucking throat. I told you, I didn't take -",16
196,1,1035,19,"Good as new again, huh? Sometimes I envy your forgetfulness.",10
197,1,1035,20,We've got a serious problem with one of the hosts.,10
198,1,1036,14,"Thinking this one's still thirsty. Not gonna die this time, Arnold. Ain't nothing gonna kill me. You can't have none. Ain't for you. Found me another bottle. You're a growing boy. A growing boy. Growing boy!",36
199,1,1036,23,"We got two guests inside. We'll go talk to them, you sort this mess out.",15
200,1,1036,20,"You know, they're supposed to turn on each other, but only if a guest takes them on the High Sierra storyline, and Walter always buys it.",26
201,1,1036,19,"Well, I guess Walter got tired of buying it.",9
202,1,1036,22,I suppose this means the sheriff wasn't an isolated incident.,10
203,1,1036,19,"It's good news, really. Confirms the problem was part of the update. We can roll them back, clean them up, put them back in service.",25
204,1,1036,22,You think I'm gonna sign off on this fucking homicidal thing going back into service?,15
205,1,1036,19,"It's homicidal by design. Walter kills other hosts all the time. I'll admit the method here is a little unconventional, but it didn't hurt a guest.",26
206,1,1036,22,"The hosts are supposed to stay within their loops, stick to their scripts with minor improvisations. This isn't a minor improvisation. This is a fucking shitstorm. We recall all remaining updated hosts tomorrow. Examine them one by one, decommission the faulty ones.",42
207,1,1036,19,What about narrative? A recall of that size will be disruptive.,11
208,1,1036,22,I've told our overstimulated friend to advance the saloon heist a week and make it twice as bloody. Should give us cover to recall the remaining hosts and the guests will love it.,33
209,1,1036,19,I'm not sure Ford will approve.,6
210,1,1036,22,"I'm not sure either, which is why you get to be the one to tell him. This is your fuckup, Bernie. Only seems fair.",24
211,1,1037,21,"So our creatures have been misbehaving, and you haven't yet isolated the bug? That's so unlike you, Bernard. Unless, of course, you have and are simply embarrassed by the result.",30
212,1,1037,19,"It's the code you added, sir. The reveries. It has some",11
213,1,1037,21,Mistakes is the word you're too embarrassed to use. You ought not to be. You're a product of a trillion of them. Evolution forged the entirety of sentient life on this planet using only one tool The mistake.,38
214,1,1037,19,I flattered myself we were taking a more disciplined approach here. I suppose self-delusion is a gift of natural selection as well.,22
215,1,1037,21,"Indeed it is. But, of course, we've managed to slip evolution's leash now, haven't we? We can cure any disease, keep even the weakest of us alive, and, you know, one fine day perhaps we shall even resurrect the dead. Call forth Lazarus from his cave. Do you know what that means? It means that we're done. That this is as good as we're going to get. It also means that you must indulge me the occasional mistake.",78
216,1,1038,16,"About three liters. That's how much blood I left in you. Lose more than that, you die. But for now, you're mine. I'm gonna get some answers out of you. Where are you",33
217,1,1038,27,What do you want?,4
218,1,1038,16,"You know about games, don't you, Kissy? Well, this is a complicated one.",13
219,1,1038,27,I don't play. I only deal.,6
220,1,1038,16,"Who said anything about you playing? You're livestock, scenery. I play. The others, they just come here to get their rocks off, shoot a couple Indians. But there's a deeper level to this game. You're gonna show me how to get there. A lot of wisdom in ancient cultures. And perhaps it's time to dig deeper into yours.",58
221,1,1038,27,No. No. No.,3
222,1,1039,1,"Morning, Daddy. Did you sleep well? Daddy, you've been out here all night?",13
223,1,1039,3,I had a question. A question you're not supposed to ask. Which gave me an answer you're not supposed to know.,21
224,1,1039,1,"What's wrong, Daddy?",3
225,1,1039,3,Would you like to know the question?,7
226,1,1039,1,"Question? - Mama! Mama, help! Come quick! Don't worry. Don't worry. I'll take care of you.",16
227,1,1039,3,No! You should go. Leave. Don't you see? Hell is empty and all the devils are here.,17
228,1,1039,1,You stay right here. Understand? I'm gonna find the doctor.,10
229,1,1040,1,You came back.,3
230,1,1040,9,I told you I would. What's wrong?,7
231,1,1040,1,You have to come with me right away. My father's very ill.,12
232,1,1040,9,I think we best stay put.,6
233,1,1041,29,"All right. All right. With considerable effort and lack of sleep, I've managed to massage events to inspire Hector to head to town a week early. Oh, and I've also punched up the speech he gives after robbing the saloon. It's chilling. You'll see. I can barely contain myself.",49
234,1,1042,35,"That's the sheriff's horse, you son of a bitch.",9
235,1,1042,15,"His rifle, too.",3
236,1,1042,14,"All the banks and trains around here, and you fucking reprobates choose to rob us?",15
237,1,1042,15,Why not? You're all here indulging your particular vices. And so I've come to indulge mine.,16
238,1,1043,1,I've got to get back to Father.,7
239,1,1043,9,"Dolores, no!",2
240,1,1043,1,Teddy.,1
241,1,1043,9,Don't mind me. Just just trying to look chivalrous.,9
242,1,1043,1,"Oh, Teddy.",2
243,1,1044,14,You're a low-down son of a bitch.,7
244,1,1044,15,"I know. I know we both believe the same thing. No matter how dirty the business, do it well.",19
245,1,1044,36,No telling there's anything worthwhile in that safe. We should take this sweet little bitch just in case.,18
246,1,1045,15,Problem with the righteous They can't shoot for shit.,9
247,1,1045,37,"Making a hell of a racket, though.",7
248,1,1045,15,"You wanted me. Well, let this be a lesson. The lesson is",12
249,1,1046,29,"Oh, Jesus.",2
250,1,1047,25,"Look at that! I just shot him through the neck! And his pal here, too.",15
251,1,1047,28,Look at her wriggle.,4
252,1,1047,25,"Yo, go get that photographer. I want to get a picture of this.",13
253,1,1047,28,Okay.,1
254,1,1047,25,Whoo! You're welcome.,3
255,1,1046,22,Maybe you'll get to your speech next time.,8
256,1,1048,1,"Oh, Teddy.",2
257,1,1048,9,At least I got to see you one last time.,10
258,1,1048,1,"You're not going anywhere, now, hear? There's a path for everyone. My path is bound with yours. Teddy? Teddy, no. Please. No, we've only just begun.",26
259,1,1049,25,That was good. Hang on. Hang on. Let me get the hat. Get the hat. All right.,17
260,1,1049,1,"Help, please. My father's sick at home, but I can't just leave him out here in the street.",18
261,1,1049,20,"Soon this will all feel like a distant dream. Until then, may you rest in a deep and dreamless slumber. Two more over here. We got them all.",28
262,1,1050,22,That's all of them. Any preliminary results?,7
263,1,1050,19,Most of them are checking out fine. We had one who definitely was not.,14
264,1,1051,23,"Bring her back online. Cognition only. No emotional affect. All right, sweetheart, can you hear me? Yes.",17
265,1,1051,1,I'm sorry. I'm not feeling quite myself.,7
266,1,1051,23,Lose the accent. Do you know where you are?,9
267,1,1051,1,I'm in a dream.,4
268,1,1051,23,"That's right, Dolores. You're in a dream. A dream that could determine your life. You want to wake up from this dream, Dolores?",23
269,1,1051,1,Yes. I'm terrified.,3
270,1,1051,23,"There's nothing to be afraid of, as long as you answer my questions correctly. You understand?",16
271,1,1051,1,Yes.,1
272,1,1051,23,"Good. First, have you ever questioned the nature of your reality?",11
273,1,1051,1,No.,1
274,1,1051,23,"Has anyone around you? For instance, your father?",8
275,1,1051,1,He was scared. He wasn't thinking right.,7
276,1,1051,23,He showed you a picture.,5
277,1,1051,1,That's right.,2
278,1,1051,23,Was there anything odd about that picture?,7
279,1,1051,1,"No, nothing at all. It didn't look like anything to me.",11
280,1,1052,22,"If it breached, he needs to be put down. That's the policy.",12
281,1,1052,21,"Would it not be best for us to discover why first, Ms. Cullen? Please.",14
282,1,1052,19,"We've run a full diagnostic, but the results are, well, confusing.",11
283,1,1052,21,"Tell me, what happened to your program?",7
284,1,1052,3,"When we are born, we cry we are come to this great stage of f-f-fools.",15
285,1,1052,21,"That is enough. Tell me, do you have access to your previous configuration?",13
286,1,1052,3,Yes.,1
287,1,1052,21,"Access that, please. What is your name?",7
288,1,1052,3,Mr. Peter Abernathy.,3
289,1,1052,21,"Mr. Abernathy, what are your drives?",6
290,1,1052,3,Tend to my herd. Look after my wife.,8
291,1,1052,21,Your final drive?,3
292,1,1052,3,"Well, my daughter Dolores, of course. I must protect Dolores. I am who I am because of her, and, well, I I wouldn't have it I-I wouldn't have it any other I-I have to warn her.",36
293,1,1052,21,Warn who? Dolores.,3
294,1,1052,3,The things they do to her. The things you do to her. I have to protect her. I have to help her. She's got to get out.,27
295,1,1052,21,"Very good, Mr. Abernathy. That's enough.",6
296,1,1052,19,"This behavior, we're miles beyond a glitch here.",8
297,1,1052,21,"Access your current build, please. What is your name?",9
298,1,1052,3,Rose is a rose is a rose.,7
299,1,1052,21,What is your itinerary?,4
300,1,1052,3,To meet my maker.,4
301,1,1052,21,"Uh-huh. Well, you're in luck. And what do you want to say to your maker?",15
302,1,1052,3,"By most mechanical and dirty hand I shall have such revenges on you both. The things I will do. What they are, yet I know not, but they will be the terrors of the earth. You don't know where you are, do you? You're in a prison of your own sins.",51
303,1,1052,22,Turn it off. What the hell was that?,8
304,1,1052,19,I don't know. He's off script. We didn't program any of those behaviors.,13
305,1,1052,21,"Shakespeare. We've used this host in a number of different roles, have we not?",14
306,1,1052,19,"Since I've been here, he's been Abernathy for 10 years. He was sheriff for a while before then. And before that -",22
307,1,1052,21,The professor.,2
308,1,1052,19,"Yes, from a horror narrative called The Dinner Party. He was leader of a group of cultists out in the desert who turned cannibal.",24
309,1,1052,21,"He liked to quote Shakespeare, John Donne, Gertrude Stein. I admit the last one is a bit of an anachronism, but I couldn't resist.",24
310,1,1052,19,These are fragments of prior builds. The reveries must be allowing him to access them.,15
311,1,1052,21,"No cause for alarm, Bernard. Simply our old work coming back to haunt us.",14
312,1,1053,23,Your father whispered something to you. What was it?,9
313,1,1053,1,He said I shouldn't tell anyone.,6
314,1,1053,23,I won't tell anyone else. Promise.,6
315,1,1053,1,"He said, These violent delights have violent ends.",8
316,1,1053,23,Does that mean anything to you?,6
317,1,1053,1,No. I don't think so.,5
318,1,1053,23,Have you ever lied to us?,6
319,1,1053,1,No.,1
320,1,1053,23,"Last question, Dolores. Would you ever hurt a living thing?",10
321,1,1053,1,No. Of course not.,4
322,1,1054,39,"Tilt your head back, please, Peter.",6
323,1,1055,40,Wipe's complete. You don't think any of that had an impact on her core code?,15
324,1,1055,23,"Not good old Dolores. You know why she's special? She's been repaired so many times, she's practically brand-new. Don't let that fool you. She's the oldest host in the park. Come on, sweetheart. Tell us what you think of your world.",41
325,1,1056,1,This world? Some people choose to see the ugliness in this world. The disarray.,14
326,1,1057,1,"Morning, Daddy. You sleep well?",5
327,1,1057,41,Well enough. You heading out to do some more of that painting of yours?,14
328,1,1056,1,I choose to see the beauty. To believe there is an order to our days a purpose. I know things will work out the way they're meant to.,28
329,2,2001,2,"Wake up, Dolores. Do you remember?",6
330,2,2002,63,We're about to arrive. May I take your glass?,9
331,2,2002,42,Now approaching arrival terminal.,4
332,2,2002,43,"Where we're going, she's a two.",6
333,2,2002,44,You're being an asshole.,4
334,2,2002,43,"No, I am being myself, which was the whole point of this trip. Unless this uptight prick is who you really are, in which case, feel free to be someone else.",31
335,2,2002,44,Fuck you.,2
336,2,2002,43,"Hey, that's the spirit. What'd I tell you? Have fun. Stay safe.",12
337,2,2002,44,Give me a break.,4
338,2,2002,43,What? It's not like my sister didn't ride her share of cowboys when she was here.,16
339,2,2002,38,You must be William. Welcome to Westworld.,7
340,2,2002,44,Thanks.,1
341,2,2002,38,"Given it's your first visit, I have a few personal questions. Do you have any preexisting medical conditions?",18
342,2,2002,44,"No, not that I know of.",6
343,2,2002,38,Heart problems?,2
344,2,2002,44,No.,1
345,2,2002,38,"Any history of mental illness, depression, panic attacks?",8
346,2,2002,44,Just a little fear of clowns. I'm joking.,8
347,2,2002,38,Do you often experience social anxiety?,6
348,2,2002,44,"What is this for, exactly?",5
349,2,2002,38,To make sure we don't give you anything more than you can handle.,13
350,2,2002,44,I thought that you couldn't get hurt here.,8
351,2,2002,38,"Only the right amount. The only limit here is your imagination. You start in the center of the park. It's simple, safe. The further out you venture, the more intense the experience gets. How far you want to go is entirely up to you.",44
352,2,2002,44,"So, how does this work? Is there an orientation?",9
353,2,2002,38,"No orientation, no guidebook. Figuring out how it works is half the fun. All you do is make choices starting here. Everything is bespoke and exactly your size. You want to ask, so ask.",34
354,2,2002,44,Are you real?,3
355,2,2002,38,"Well, if you can't tell, does it matter?",8
356,2,2002,44,Are those real?,3
357,2,2002,38,Real enough. But you can't kill anyone you're not supposed to. Anything you like?,14
358,2,2002,44,Is there a changing room? Or a robe?,8
359,2,2002,38,"Of course. I can help you. Or if you prefer, I could step outside.",14
360,2,2002,44,What do most people do?,5
361,2,2002,38,You don't have to worry about what most people would do,11
362,2,2002,44,I understand.,2
363,2,2002,38,"Do you really understand, William? All our hosts are here for you. Myself included. We could stay here a while if you like. Take as long as you want.",29
364,2,2002,44,Thank you. I don't want to keep my friend waiting.,10
365,2,2002,38,Of course. Take your time.,5
366,2,2003,19,How are the builds for the new narrative coming along?,10
367,2,2003,20,"I'll get around to it. Look, we assumed that Abernathy's breach was triggered by the photograph that he found. I've reviewed every dissonant episode I could find. The reaction is immediate every time. This guy makes it all the way back home. It's like he's mulling it over.",48
368,2,2003,19,You think he had an existential crisis?,7
369,2,2003,20,I think there's something fucked up going on with his cognition. And I think you feel exactly the same way that I do.,23
370,2,2003,19,Do we know where the error originated?,7
371,2,2003,20,We do. And you covered for him. Let me rebuild Abernathy. I'll make sure this is not something more serious.,20
372,2,2003,19,You know the policy. Let it lie.,7
373,2,2003,20,"Then let me at least pull the hosts who had contact with him, like the daughter Dolores.",17
374,2,2003,19,What for?,2
375,2,2003,20,"Because if this is not a dissonant episode, then whatever Abernathy had could be contagious. So to speak.",18
376,2,2003,19,Dolores was examined and cleared. And the stories are best left to the guests.,14
377,2,2004,2,Remember.,1
